minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,selected_by_percent,creativity,ict_index,influence,threat,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,current_cost,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,Mins_Per_90,Goals_Per_90,Assists_Per_90
6,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0.8,0.1,0,0.2,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,88637,0,100203,0,0,0.5,447235,509,0.0667,0,0
867,0,11,0,3,0,0,0,0,5,0,1.3,0,25,123,0.4,270.4,54.8,168,110,100,100,0,0,-0.2,0.2,0,0,0,0,7.3,29921,0,52283,0,0,3.4,200826,523,9.6333,0,0
341,0,5,0,0,0,0,0,0,0,0,1.5,0,9,41,0.1,39.9,11.9,45.4,34,100,100,0,0,-0.1,0.1,0,0,0,0,5.4,5303,0,20514,0,0,1.7,184349,524,3.7889,0,0
2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1.8,0,18,0,0,0,0,0,0,0,0,0,0,5,1755,0,2508,0,0,0.2,168566,527,0.0222,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45459,0,22606,0,0,0,175941,543,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,-0.3,0.3,0,0,0,0,4.2,3152,0,2853,0,0,0,39215,555,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16750,0,8912,0,0,0,214572,558,0,0,0
525,0,7,0,2,0,0,0,0,1,0,2.8,0,17,100,2.5,17.2,17.1,134.4,20,0,0,0,0,0.1,-0.1,0,0,0,0,4.1,253780,0,74952,0,0,4.1,199584,583,5.8333,0,0
40,0,0,0,0,0,0,0,0,0,0,1,0,4,14,0,27,4.5,11.6,6,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,5165,0,3504,0,0,0.9,195774,605,0.4444,0,0
416,2,8,0,1,0,0,0,0,1,0,4.4,2,22,74,1.4,96.9,30.8,95.6,116,100,75,0,0,-0.1,0.1,0,0,0,0,7.4,239006,0,143061,0,0,3,194252,615,4.6222,0.4327,0
1004,0,26,0,2,0,0,0,0,5,0,1.3,0,16,141,0.7,207.8,43.8,170,62,100,100,0,0,-0.4,0.4,0,0,0,0,4.6,19380,0,237668,0,0,3.5,40868,353,11.1556,0,0
1575,0,19,1,7,0,0,0,0,1,2,3.2,4,60,293,0.5,23.9,47.3,348.8,98,100,100,0,0,-0.2,0.2,1,0,0,0,4.3,67556,0,54600,0,0,14,85624,354,17.5,0,0.0571
1221,1,19,0,5,0,0,0,0,3,0,2.8,2,48,221,0.3,150.6,49.9,287.2,58,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,26359,0,12788,0,0,11.2,155651,355,13.5667,0.0737,0
1226,0,25,0,3,0,0,0,1,2,1,1.6,1,24,168,0.3,71.5,28.7,190.2,32,100,100,0,0,-0.3,0.3,0,0,0,0,4.2,31371,0,29410,0,0,5.7,20145,356,13.6222,0,0
1524,0,29,0,4,0,0,0,0,5,0,1.9,0,36,263,0.4,223,52.2,258,40,100,100,0,0,-0.3,0.3,0,0,0,0,4.2,83383,0,107692,0,0,8.6,54484,357,16.9333,0,0
2353,0,33,0,9,0,0,0,0,6,0,2.8,3,76,423,3.3,34.1,51.8,442.8,40,100,100,0,0,-0.2,0.2,1,0,0,0,4.3,284942,0,311771,0,0,17.7,41338,358,26.1444,0,0
606,0,5,1,4,0,0,0,1,1,0,4.5,7,36,148,0.6,108.4,27.1,116,46,100,75,0,0,-0.5,0.5,1,0,0,0,4,191939,0,199346,0,0,9,52940,359,6.7333,0,0.1485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,48946,0,39355,0,0,0,220166,360,0,0,0
56,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1.1,0.1,1,1.8,8,0,0,0,0,-0.1,0.1,9,0,0,0,3.9,65724,0,113668,0,0,0.3,41945,361,0.6222,0,0
1501,6,20,2,6,1,0,0,0,3,0,3.9,10,70,258,2.1,259.5,123.7,373.6,603,100,100,0,0,-0.3,0.3,2,0,0,0,6.2,269111,0,315887,0,0,11.3,41725,362,16.6778,0.3598,0.1199
2097,4,33,5,8,0,0,0,0,3,0,3.1,9,88,330,2,602.3,195.4,458.4,896,0,0,0,0,-0.4,0.4,2,0,0,0,6.1,406141,0,658730,0,0,14.4,94924,363,23.3,0.1717,0.2146
712,2,17,1,0,0,0,0,0,1,0,1.8,2,36,111,0.4,123.9,50.2,106.2,281,0,0,0,0,-0.5,0.5,0,0,0,0,5.5,40931,0,75035,0,0,6.5,73426,364,7.9111,0.2528,0.1264
65,0,3,0,0,0,0,0,0,1,0,0.8,0,4,8,0.3,13.6,3.7,6.2,17,100,100,0,0,-0.3,0.3,0,0,0,0,4.7,20430,0,57193,0,0,0.9,173514,365,0.7222,0,0
2610,0,44,0,9,0,0,89,0,1,0,3.8,15,111,538,4.2,10.1,71.3,683.6,17,0,0,0,0,-0.1,0.1,1,0,0,0,4.9,396449,0,301226,0,0,22.7,9089,366,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,1541,0,6706,0,0,0,206882,367,0,0,0
2443,4,42,3,9,0,0,0,1,8,0,3.3,9,93,387,2.9,479.9,149.6,461,557,100,100,0,0,-0.4,0.4,1,0,0,0,5.6,307846,0,317467,0,0,16.6,121599,368,27.1444,0.1474,0.1105
1320,3,17,0,4,0,0,0,0,3,0,2.2,0,51,169,0.7,253.3,75.7,217.6,287,100,100,0,0,-0.4,0.4,0,0,0,0,5.6,34965,0,246233,0,0,9.1,61566,369,14.6667,0.2045,0
1507,1,27,1,5,0,0,0,0,4,0,2.4,3,50,177,0.3,222.4,65.4,237.6,195,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,63738,0,70146,0,0,9.4,108413,370,16.7444,0.0597,0.0597
655,1,17,0,1,0,0,0,0,0,0,2.5,2,25,121,0.1,179.5,47.9,122.8,176,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,21448,0,26421,0,0,5.2,43250,371,7.2778,0.1374,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,734,0,3150,0,0,0,157775,372,0,0,0
2138,0,40,3,7,0,0,0,0,7,0,2.6,5,62,322,0.4,221.9,73.4,409.4,101,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,34464,0,70429,0,0,12.9,38439,373,23.7556,0,0.1263
771,0,10,1,2,0,0,0,0,1,0,1.9,2,28,107,0.2,91.9,27.2,130.8,52,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,20476,0,25474,0,0,6.4,89085,374,8.5667,0,0.1167
18,0,2,0,0,0,0,0,0,0,0,1,0,4,10,0.1,0.8,1.5,7.4,7,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,7597,0,10532,0,0,0.9,216058,375,0.2,0,0
1549,0,29,0,4,0,0,0,0,4,0,1.9,0,37,231,0.2,32.8,51.4,330.2,151,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,10130,0,21168,0,0,7.7,60232,439,17.2111,0,0
275,0,3,0,1,0,0,0,0,0,0,1.2,0,11,26,0.1,28.6,12.9,29.4,72,100,100,0,0,-0.2,0.2,0,0,0,0,5.8,11865,0,19739,0,0,1.9,50175,512,3.0556,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,5836,0,10277,0,0,0,18656,513,0,0,0
1221,5,16,4,6,0,0,0,0,1,0,4.1,5,78,211,3,256.3,105.6,307.4,492,100,100,0,0,-0.1,0.1,2,0,0,0,6.4,353943,0,169084,0,0,12.2,232185,525,13.5667,0.3685,0.2948
57,0,6,0,0,0,0,0,0,0,0,0.3,0,1,12,0.1,1,1,8,0,0,0,0,0,-0.1,0.1,7,0,0,0,3.9,18796,0,16768,0,0,0.3,96767,542,0.6333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,4.5,1008,0,693,0,0,0,175353,563,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,1431,0,1034,0,0,0,475168,592,0,0,0
56,0,2,0,0,0,0,0,0,1,0,0.8,0,5,17,0,0.9,2.6,23.2,2,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,501,0,375,0,0,1.1,168290,604,0.6222,0,0
2023,3,40,0,4,0,0,0,0,7,0,2.7,5,63,319,1.2,296.5,87.9,428,152,100,100,0,0,-0.5,0.5,2,0,0,0,4.5,291636,0,252738,0,0,14,55459,376,22.4778,0.1335,0
2160,2,36,0,6,0,0,0,1,4,0,2.7,0,65,354,1.1,21.7,63.4,457.6,155,100,100,0,0,0,0,0,0,0,0,4.5,170674,0,128595,0,0,14.4,40669,377,24,0.0833,0
908,0,18,1,2,0,0,0,0,3,1,1.7,3,25,160,0.4,126.2,41.4,233.4,53,100,100,0,0,-0.4,0.4,1,0,0,0,4.1,98636,0,104666,0,0,6.1,105717,378,10.0889,0,0.0991
588,0,14,0,0,0,0,0,0,2,0,1,0,10,90,0.5,50.5,17.4,110.4,12,0,0,0,0,-0.4,0.4,0,0,0,0,4.1,18160,0,44105,0,0,2.4,20658,379,6.5333,0,0
1686,0,30,2,6,0,0,0,0,5,0,2.9,5,57,318,0.3,247.2,65.4,352.6,52,100,75,0,0,-0.1,0.1,1,0,0,0,4.4,127224,0,135771,0,0,13,81012,380,18.7333,0,0.1068
1955,3,42,0,3,0,0,0,0,8,0,2.3,2,54,307,2.1,30.5,69.2,490.2,170,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,257871,0,373083,0,0,12.6,219924,381,21.7222,0.1381,0
1081,1,22,0,3,0,0,0,0,2,0,2.8,3,36,189,0.3,18.2,41.5,248,149,0,0,0,0,-0.2,0.2,1,0,0,0,4.3,39172,0,48677,0,0,8.4,166640,382,12.0111,0.0833,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,-0.1,0.1,6,0,0,0,3.9,361724,0,404315,0,0,0,48717,383,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,185804,0,113445,0,0,0,222018,384,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1369,0,7739,0,0,0,41464,385,0,0,0
106,1,4,0,0,0,0,0,0,0,0,4.5,2,9,27,0.3,2.2,7.7,35.6,39,0,0,0,0,0,0,1,0,0,0,6,87088,0,142236,0,0,1.5,43020,386,1.1778,0.849,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,79186,0,164010,0,0,0,209925,387,0,0,0
1307,0,22,0,4,0,1,46,0,1,0,3.7,5,59,277,2,0,34.4,343.2,0,100,100,0,0,-0.1,0.1,3,0,0,0,4.9,330895,0,538452,0,0,12,37096,388,14.5222,0,0
1028,2,19,3,2,0,0,0,0,1,0,3,1,45,106,0.8,218,98.4,220,546,100,100,0,0,-0.1,0.1,1,0,0,0,6.9,39996,0,85219,0,0,6.5,57531,389,11.4222,0.1751,0.2626
1405,1,26,4,6,0,0,0,0,1,0,2.8,1,61,290,2.5,401.2,112.6,371.4,352,100,100,0,0,-0.4,0.4,0,0,0,0,6.6,181289,0,560931,0,0,9.2,101537,390,15.6111,0.0641,0.2562
1182,0,24,3,2,0,0,0,0,0,0,2.4,3,45,221,0.7,422.8,86.1,203.6,235,100,100,0,0,-0.4,0.4,0,0,0,0,6.1,268296,0,316906,0,0,7.4,86934,391,13.1333,0,0.2284
822,3,14,1,3,0,0,0,0,2,0,3.3,8,49,156,0.7,208.4,64.2,188,248,100,75,0,0,-0.8,0.8,1,0,0,0,5.2,596600,0,582999,0,0,9.4,56377,392,9.1333,0.3285,0.1095
1504,5,33,5,3,0,0,0,0,4,0,3.6,8,87,312,1.7,552.1,129.7,422.2,320,100,100,0,0,-0.3,0.3,1,0,0,0,5.2,242911,0,139692,0,0,16.7,18987,393,16.7111,0.2992,0.2992
174,0,4,0,0,0,0,0,0,0,0,1,0,6,14,0.2,6.5,1.4,5,4,100,0,0,0,-0.4,0.4,0,0,0,0,4.6,8713,0,34870,0,0,1.3,54102,394,1.9333,0,0
2610,0,50,2,6,0,0,0,0,5,0,2.3,1,66,437,1.5,232.1,92.3,520,171,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,114484,0,188077,0,0,14,204480,395,29,0,0.069
2139,4,37,2,6,0,0,0,0,4,0,3.2,6,84,389,1.3,292.3,85.1,406.8,150,100,100,0,0,0,0,2,0,0,0,5,260809,0,204055,0,0,16.8,18073,396,23.7667,0.1683,0.0842
112,0,2,0,0,0,0,0,0,0,0,1.2,0,7,20,0.5,3.7,1.1,8.4,0,0,0,0,0,-0.2,0.2,3,0,0,0,4.3,49108,0,46428,0,0,1.6,42824,397,1.2444,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,9053,0,11768,0,0,0,179830,398,0,0,0
1457,2,26,5,4,0,0,0,0,2,0,2.6,4,71,255,0.4,282.3,91.5,301.6,331,0,0,0,0,-0.5,0.5,2,0,0,0,6,38735,0,75268,0,0,11.8,217593,399,16.1889,0.1235,0.3089
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1815,0,5389,0,0,0,59779,400,0,0,0
686,0,17,0,0,0,0,36,1,0,0,2.2,1,18,134,0.3,0,23.9,239,0,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,66259,0,71919,0,0,4.1,40694,450,7.6222,0,0
2144,7,40,3,5,0,0,0,0,1,0,3.6,11,97,318,2.3,335.5,172,433.4,958,100,100,0,0,-0.7,0.7,1,0,0,0,6.8,675054,0,802468,0,0,14.3,103123,457,23.8222,0.2938,0.1259
128,0,3,0,0,0,0,0,0,0,0,1,0,8,14,0,22.9,7.3,5.2,46,0,0,0,0,-0.4,0.4,0,0,0,0,5.6,2671,0,5333,0,0,1.4,181008,514,1.4222,0,0
435,0,6,0,2,0,0,15,0,1,0,4,2,20,86,1.6,0,11.2,112,0,100,100,0,0,-0.1,0.1,1,0,0,0,3.9,202295,0,104679,0,0,5.1,19194,553,4.8333,0,0
31,0,1,0,0,0,0,0,0,0,0,1,0,2,10,0,3.8,2.5,12.6,9,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,706,0,694,0,0,0.5,183487,568,0.3444,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13473,0,5542,0,0,0,447879,582,0,0,0
360,0,7,0,0,0,0,0,0,0,0,1.5,0,6,41,0.1,8.5,6.6,57.2,0,0,0,0,0,0,0,0,0,0,0,4,10448,0,2200,0,0,1.5,232391,593,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1794,0,738,0,0,0,459373,594,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,387,0,214,0,0,0,243710,595,0,0,0
180,0,5,0,0,0,0,6,0,0,0,1.5,0,3,27,0.1,0,4.9,49.6,0,0,0,0,0,-0.5,0.5,0,0,0,0,4,19736,0,13128,0,0,0.8,32259,606,2,0,0
229,0,6,0,0,0,0,0,0,0,0,1.5,0,6,30,0,13.6,11.4,55.2,45,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,1216,0,744,0,0,1.2,215439,616,2.5444,0,0
182,1,2,0,0,0,0,0,0,0,0,3.2,2,13,50,0.2,31,21.8,70.6,116,0,0,0,0,0,0,0,0,0,0,6.5,15303,0,2260,0,0,2,178186,626,2.0222,0.4945,0
2147,4,26,5,7,0,0,0,0,1,0,4.3,9,117,416,8.8,227.2,131.7,453,635,100,100,0,0,0.3,-0.3,4,0,0,0,6.3,819450,0,475558,0,0,18.6,87835,401,23.8556,0.1677,0.2096
2193,1,29,2,6,0,0,0,0,4,0,2.8,0,74,368,0.9,307.4,99.1,420.8,262,100,75,0,0,-0.1,0.1,0,0,0,0,5.4,92130,0,119299,0,0,13.7,114128,402,24.3667,0.041,0.0821
2610,0,34,0,8,0,0,0,0,3,0,2.9,6,83,485,2,67.2,49.6,429.8,0,0,0,0,0,0.1,-0.1,0,0,0,0,5.1,158683,0,134229,0,0,16.3,94147,403,29,0,0
1170,0,9,1,7,0,0,0,0,1,1,4.6,9,60,275,3.3,58.2,39,297.4,33,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,464507,0,685090,0,0,12.5,90585,405,13,0,0.0769
528,0,6,0,2,0,0,0,0,1,0,1.8,0,23,114,0.2,92,25.4,115.8,48,100,100,0,0,-0.3,0.3,0,0,0,0,4.2,19972,0,24942,0,0,5.5,216054,406,5.8667,0,0
1983,2,28,2,6,0,0,0,0,8,1,2.9,6,73,374,3.7,132.1,89.2,484.8,274,100,100,0,0,0.1,-0.1,1,0,0,0,4.6,346097,0,101546,0,0,15.9,107613,407,22.0333,0.0908,0.0908
184,0,2,0,0,0,0,0,0,0,0,1.7,0,5,24,2,1.2,3.7,35.2,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,144045,0,153798,0,0,1.3,214048,408,2.0444,0,0
2458,13,31,6,9,0,0,0,0,3,0,5.1,23,147,520,32.8,560.6,264.2,723.4,1364,100,100,0,0,0.6,-0.6,2,0,0,0,8.1,3709742,0,2779925,0,0,18.1,102057,409,27.3111,0.476,0.2197
1758,6,24,3,7,0,0,0,0,3,0,3.5,12,88,290,9.5,359.5,172.6,390.2,975,100,100,0,0,-0.1,0.1,3,0,0,0,6.4,792801,0,927757,0,0,13.8,194634,410,19.5333,0.3072,0.1536
2610,0,34,0,8,0,2,77,0,0,0,4,8,116,516,9.9,0,63.8,636,0,0,0,0,0,0.2,-0.2,0,0,0,0,5.2,1009481,0,747569,0,0,22.3,38533,411,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,6867,0,21172,0,0,0,19236,412,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,32489,0,44399,0,0,0,168399,413,0,0,0
2275,2,29,1,8,0,0,0,0,7,0,2.4,4,71,372,4.5,307.4,93.7,397.4,229,100,100,0,0,-0.3,0.3,1,0,0,0,5.2,363821,0,622091,0,0,13.7,171317,414,25.2778,0.0791,0.0396
2434,1,32,7,7,0,0,0,0,5,0,3.2,11,94,508,5.2,982.3,171.1,614.6,110,0,0,0,0,-0.1,0.1,0,0,0,0,5.4,608772,0,703380,0,0,17.4,19624,415,27.0444,0.037,0.2588
122,0,2,1,0,0,0,0,0,0,0,2,0,8,31,0.1,43.5,6.2,6.2,12,100,75,0,0,-0.3,0.3,0,0,0,0,4.7,3025,0,7477,0,0,1.7,222531,416,1.3556,0,0.7377
2068,4,30,7,4,0,0,0,0,0,0,3.9,14,108,460,16.9,611.7,172.2,613.2,496,100,100,0,0,0.7,-0.7,4,0,0,0,5.7,2552044,0,1415619,0,0,18.9,159533,417,22.9778,0.1741,0.3046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.8,926,0,1903,0,0,0,165808,418,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,4.9,727,0,1113,0,0,0,166324,419,0,0,0
2279,2,29,0,7,0,0,0,1,4,0,2.4,6,70,331,9.1,127.3,75.2,421.2,204,100,100,0,0,-0.1,0.1,2,0,0,0,4.4,989507,0,1283260,0,0,15.9,151589,420,25.3222,0.079,0
162,0,6,0,0,0,0,0,0,1,0,0.5,0,1,22,0.2,7,4.3,35.6,0,0,0,0,0,-0.4,0.4,0,0,0,0,4.6,5434,0,24177,0,0,0.2,178876,473,1.8,0,0
292,2,6,0,1,0,0,0,0,0,0,1.9,0,23,69,0.5,35.6,27.5,85.2,155,0,0,0,0,-0.6,0.6,0,0,0,0,5.4,26337,0,94368,0,0,4.3,209353,487,3.2444,0.6164,0
722,2,8,2,1,0,0,0,0,2,0,2,0,42,134,0.2,182.6,53.9,159.4,198,100,100,0,0,0,0,0,0,0,0,5,29512,0,19979,0,0,8.4,247632,528,8.0222,0.2493,0.2493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6531,0,5922,0,0,0,194798,559,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2409,0,1941,0,0,0,232361,560,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,485,0,423,0,0,0,250604,566,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1687,0,1203,0,0,0,245923,567,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5509,0,2371,0,0,0,179456,587,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,3967,0,1516,0,0,0,232351,607,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,709,0,350,0,0,0,428610,609,0,0,0
43,0,0,0,0,0,0,0,0,0,0,1,0,4,14,0,27.5,7.7,9,40,0,0,0,0,-0.4,0.4,0,0,0,0,5.1,2656,0,1693,0,0,0.8,200600,619,0.4778,0,0
